regn,regn_cbr,is_dead,death_date,closure_type,reason_text,reason_banki,reorg_info
2515,2515,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
1859,1859,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,-1.0
2038,2038,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
707,707,True,,revocation,,отзыв лицензии,
2283,2283,True,,revocation,,отзыв лицензии,
1748,1748,True,,revocation,,отзыв лицензии,-1.0
1477,1477,True,,voluntary,,решение о ликвидации,
1784,1784,True,,voluntary,,решение о ликвидации,
1945,1945,True,,revocation,,отзыв лицензии,
1905,1905,True,,revocation,,отзыв лицензии,
3048,3048,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
748,748,True,,voluntary,,решение о ликвидации,
1551,1551,True,,revocation,,отзыв лицензии,
1861,1861,True,,revocation,,отзыв лицензии,
,3343-К,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1169,1169,True,,voluntary,,решение о ликвидации,
936,936,True,,voluntary,Решением суда организация признана банкротом,решение о ликвидации,-1.0
3022,3022,True,,revocation,,отзыв лицензии,
2054,2054,True,,revocation,,отзыв лицензии,
1248,1248,True,,voluntary,,решение о ликвидации,
670,670,True,,voluntary,,решение о ликвидации,
2713,2713,True,,revocation,,отзыв лицензии,
68,68,True,,voluntary,,решение о ликвидации,
1643,1643,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
737,737,True,,revocation,Закрыто налоговой службой из-за отсутствия признаков деятельности,отзыв лицензии,-1.0
2754,2754,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
1475,1475,True,,revocation,,отзыв лицензии,
1147,1147,True,,voluntary,,решение о ликвидации,
3253,3253,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
1930,1930,True,,revocation,,отзыв лицензии,
1672,1672,True,,revocation,,отзыв лицензии,-1.0
950,950,True,,voluntary,,решение о ликвидации,
1516,1516,True,,revocation,Регистрация признана ошибочной по решению ФНС,отзыв лицензии,-1.0
244,244,True,,revocation,,отзыв лицензии,
1128,1128,True,,voluntary,,решение о ликвидации,
1888,1888,True,,revocation,,отзыв лицензии,
2191,2191,True,,revocation,,отзыв лицензии,
636,636,True,,revocation,,отзыв лицензии,
2735,2735,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
445,445,True,,revocation,,отзыв лицензии,
1922,1922,True,,voluntary,,решение о ликвидации,
1205,1205,True,,revocation,,отзыв лицензии,
,3386-К,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
2205,2205,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
2005,2005,True,,revocation,,отзыв лицензии,
,2749-К,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1770,1770,True,,revocation,,отзыв лицензии,
2058,2058,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
,3059-К,True,,reorganisation,Реорганизация путем присоединения,,-1.0
,3331-К,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,,-1.0
2732,2732,True,,revocation,,отзыв лицензии,
1850,1850,True,,revocation,,отзыв лицензии,
660,660,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
2852,2852,True,,revocation,,отзыв лицензии,
2000,2000,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1875,1875,True,,revocation,,отзыв лицензии,
2522,2522,True,,revocation,,отзыв лицензии,
1141,1141,True,,voluntary,Ликвидация по решению учредителей,решение о ликвидации,-1.0
1848,1848,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
1785,1785,True,,voluntary,,решение о ликвидации,
3228,3228,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
1329,1329,True,,unknown,,,-1.0
2741,2741,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
3366,3366,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
521,521,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
975,975,True,,voluntary,,решение о ликвидации,
1175,1175,True,,voluntary,,решение о ликвидации,
663,663,True,,voluntary,,решение о ликвидации,
2327,2327,True,,revocation,,отзыв лицензии,
1883,1883,True,,revocation,,отзыв лицензии,
3361,3361,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1436,1436,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
999,999,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
2010,2010,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1356,1356,True,,voluntary,,решение о ликвидации,
2348,2348,True,,revocation,,отзыв лицензии,
2392,2392,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
366,366,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
3133,3133,True,,revocation,,отзыв лицензии,
1047,1047,True,,revocation,Закрыто налоговой службой из-за отсутствия признаков деятельности,отзыв лицензии,-1.0
1030,1030,True,,voluntary,,решение о ликвидации,
768,768,True,,voluntary,,решение о ликвидации,
362,362,True,,voluntary,,решение о ликвидации,
1909,1909,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
2936,2936,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
2501,2501,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
,3383-К,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
667,667,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1718,1718,True,,revocation,,отзыв лицензии,
982,982,True,,revocation,,отзыв лицензии,-1.0
2453,2453,True,,revocation,,отзыв лицензии,
3491,3491,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
110,110,True,,revocation,,отзыв лицензии,
2832,2832,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
470,470,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1706,1706,True,,revocation,,отзыв лицензии,
3170,3170,True,,voluntary,,решение о ликвидации,
1767,1767,True,,revocation,,отзыв лицензии,
2105,2105,True,,revocation,,отзыв лицензии,
2917,2917,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
3140,3140,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
2460,2460,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
2786,2786,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,1.0
2624,2624,True,,revocation,,отзыв лицензии,
628,628,True,,voluntary,,решение о ликвидации,
2850,2850,True,,revocation,,отзыв лицензии,
2476,2476,True,,revocation,,отзыв лицензии,
1013,1013,True,,voluntary,,решение о ликвидации,
171,171,True,,revocation,,отзыв лицензии,
2580,2580,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
1131,1131,True,,voluntary,,решение о ликвидации,
828,828,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,1.0
235,235,True,,reorganisation,Реорганизация путем присоединения,отзыв лицензии,-1.0
461,461,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
419,419,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
2691,2691,True,,revocation,,отзыв лицензии,
2127,2127,True,,revocation,,отзыв лицензии,
712,712,True,,voluntary,,решение о ликвидации,
495,495,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1020,1020,True,,revocation,,отзыв лицензии,
2308,2308,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
2783,2783,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,-1.0
801,801,True,,voluntary,,решение о ликвидации,
1057,1057,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
2325,2325,True,,revocation,,отзыв лицензии,
2640,2640,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1005,1005,True,,revocation,,отзыв лицензии,
2359,2359,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
2745,2745,True,,voluntary,,решение о ликвидации,
2421,2421,True,,revocation,,отзыв лицензии,
1715,1715,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
904,904,True,,revocation,,отзыв лицензии,
2113,2113,True,,revocation,,отзыв лицензии,
1275,1275,True,,revocation,,отзыв лицензии,
1101,1101,True,,revocation,Закрыто налоговой службой из-за отсутствия признаков деятельности,отзыв лицензии,-1.0
454,454,True,,revocation,,отзыв лицензии,
973,973,True,,voluntary,,решение о ликвидации,
2186,2186,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
3236,3236,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
3130,3130,True,,revocation,,отзыв лицензии,
1311,1311,True,,revocation,,отзыв лицензии,
2349,2349,True,,revocation,,отзыв лицензии,
462,462,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
3083,3083,True,,revocation,,отзыв лицензии,
3134,3134,True,,voluntary,,решение о ликвидации,
,3513-К,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
2479,2479,True,,revocation,,отзыв лицензии,
1703,1703,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1012,1012,True,,voluntary,,решение о ликвидации,
2579,2579,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
3211,3211,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
2817,2817,True,,revocation,,отзыв лицензии,
2155,2155,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
638,638,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
2454,2454,True,,revocation,,отзыв лицензии,
2333,2333,True,,revocation,Закрыто налоговой службой из-за отсутствия признаков деятельности,отзыв лицензии,-1.0
2146,2146,True,,revocation,,отзыв лицензии,-1.0
,3451-К,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,-1.0
326,326,True,,revocation,,отзыв лицензии,
129,129,True,,revocation,,отзыв лицензии,-1.0
2719,2719,True,,revocation,,отзыв лицензии,
2575,2575,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1762,1762,True,,revocation,,отзыв лицензии,
3310,3310,True,,voluntary,,решение о ликвидации,
2154,2154,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
1915,1915,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
,3464-К,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,,-1.0
508,508,True,,revocation,,отзыв лицензии,
2237,2237,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
913,913,True,,voluntary,,решение о ликвидации,
1337,1337,True,,revocation,,отзыв лицензии,
3259,3259,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
1375,1375,True,,voluntary,,решение о ликвидации,
731,731,True,,revocation,,отзыв лицензии,
686,686,True,,voluntary,,решение о ликвидации,
1237,1237,True,,voluntary,,решение о ликвидации,
1590,1590,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
2648,2648,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
432,432,True,,revocation,,отзыв лицензии,
2628,2628,True,,voluntary,,решение о ликвидации,
862,862,True,,voluntary,,решение о ликвидации,
2023,2023,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
2793,2793,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1981,1981,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
3021,3021,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
2480,2480,True,,reorganisation,Решением суда организация признана банкротом,отзыв лицензии,1.0
2656,2656,True,,revocation,,отзыв лицензии,
3369,3369,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
2729,2729,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
1793,1793,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,-1.0
2946,2946,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1739,1739,True,,voluntary,Ликвидация по решению учредителей,отзыв лицензии,-1.0
1979,1979,True,,revocation,,отзыв лицензии,
,3319-Р,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
2521,2521,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
130,130,True,,revocation,,отзыв лицензии,
1744,1744,True,,voluntary,,решение о ликвидации,
1340,1340,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1157,1157,True,,voluntary,,решение о ликвидации,
1044,1044,True,,revocation,,отзыв лицензии,
1391,1391,True,,voluntary,,решение о ликвидации,
1886,1886,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
479,479,True,,voluntary,,решение о ликвидации,
3409,3409,True,,voluntary,Закрыто налоговой службой из-за отсутствия признаков деятельности,решение о ликвидации,-1.0
2967,2967,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
575,575,True,,reorganisation,Реорганизация путем преобразования,,1.0
1969,1969,True,,revocation,,отзыв лицензии,
2751,2751,True,,revocation,,отзыв лицензии,
3024,3024,True,,revocation,,отзыв лицензии,
1698,1698,True,,revocation,,отзыв лицензии,
2497,2497,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,-1.0
303,303,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
3043,3043,True,,voluntary,,решение о ликвидации,
657,657,True,,voluntary,,решение о ликвидации,
2992,2992,True,,revocation,ФНС исключила организацию из ЕГРЮЛ из-за наличия недостоверных сведений,отзыв лицензии,-1.0
972,972,True,,voluntary,,решение о ликвидации,
2689,2689,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
853,853,True,,revocation,Регистрация признана ошибочной по решению ФНС,отзыв лицензии,-1.0
2439,2439,True,,revocation,Закрыто налоговой службой из-за отсутствия признаков деятельности,отзыв лицензии,-1.0
442,442,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
2288,2288,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1435,1435,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
1645,1645,True,,revocation,,отзыв лицензии,
2265,2265,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
76,76,True,,revocation,,отзыв лицензии,
555,555,True,,revocation,,отзыв лицензии,
1615,1615,True,,revocation,,отзыв лицензии,-1.0
3461,3461,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,1.0
746,746,True,,voluntary,,решение о ликвидации,
3131,3131,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
1929,1929,True,,revocation,,отзыв лицензии,
763,763,True,,revocation,,отзыв лицензии,
329,329,True,,revocation,,отзыв лицензии,
2685,2685,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1553,1553,True,,revocation,Регистрация признана ошибочной по решению ФНС,отзыв лицензии,-1.0
2945,2945,True,,revocation,,отзыв лицензии,
1941,1941,True,,revocation,,отзыв лицензии,
632,632,True,,voluntary,,решение о ликвидации,
276,276,True,,revocation,,отзыв лицензии,
980,980,True,,voluntary,,решение о ликвидации,
3276,3276,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,-1.0
455,455,True,,voluntary,,решение о ликвидации,
2286,2286,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
290,290,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1692,1692,True,,revocation,,отзыв лицензии,
815,815,True,,voluntary,,решение о ликвидации,
1944,1944,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
1369,1369,True,,voluntary,,решение о ликвидации,
683,683,True,,revocation,Закрыто налоговой службой из-за отсутствия признаков деятельности,отзыв лицензии,-1.0
1193,1193,True,,voluntary,,решение о ликвидации,
1664,1664,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
371,371,True,,revocation,,отзыв лицензии,
1064,1064,True,,voluntary,,решение о ликвидации,
341,341,True,,revocation,,отзыв лицензии,
1048,1048,True,,revocation,,отзыв лицензии,
1009,1009,True,,voluntary,,решение о ликвидации,
2520,2520,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
979,979,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
796,796,True,,voluntary,,решение о ликвидации,
2172,2172,True,,revocation,Закрыто налоговой службой из-за отсутствия признаков деятельности,отзыв лицензии,-1.0
2016,2016,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,-1.0
1096,1096,True,,voluntary,,решение о ликвидации,
563,563,True,,revocation,,отзыв лицензии,
788,788,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
2953,2953,True,,revocation,,отзыв лицензии,
2332,2332,True,,revocation,,отзыв лицензии,
2750,2750,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
3169,3169,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
2036,2036,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
2844,2844,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
2773,2773,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
2354,2354,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
2021,2021,True,,revocation,,отзыв лицензии,-1.0
916,916,True,,voluntary,,решение о ликвидации,
2858,2858,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1838,1838,True,,revocation,,отзыв лицензии,
2315,2315,True,,revocation,,отзыв лицензии,
1425,1425,True,,revocation,Регистрация признана ошибочной по решению ФНС,отзыв лицензии,-1.0
770,770,True,,revocation,,отзыв лицензии,
2723,2723,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,-1.0
1305,1305,True,,revocation,,отзыв лицензии,
1179,1179,True,,voluntary,,решение о ликвидации,-1.0
2389,2389,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
345,345,True,,revocation,,отзыв лицензии,
601,601,True,,voluntary,,решение о ликвидации,
1627,1627,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,-1.0
1334,1334,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
390,390,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
2891,2891,True,,revocation,,отзыв лицензии,
2839,2839,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1220,1220,True,,revocation,Закрыто налоговой службой из-за отсутствия признаков деятельности,отзыв лицензии,-1.0
3493,3493,True,,voluntary,Закрыто налоговой службой из-за отсутствия признаков деятельности,решение о ликвидации,-1.0
2821,2821,True,,revocation,,отзыв лицензии,
984,984,True,,revocation,,отзыв лицензии,
822,822,True,,revocation,,отзыв лицензии,
2487,2487,True,,revocation,Закрыто налоговой службой из-за отсутствия признаков деятельности,отзыв лицензии,-1.0
1070,1070,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1938,1938,True,,revocation,,отзыв лицензии,
2926,2926,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
3164,3164,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1163,1163,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
2792,2792,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
2112,2112,True,,revocation,,отзыв лицензии,-1.0
2836,2836,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
851,851,True,,revocation,Закрыто налоговой службой из-за отсутствия признаков деятельности,отзыв лицензии,-1.0
2413,2413,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
2014,2014,True,,revocation,,отзыв лицензии,
3110,3110,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
3189,3189,True,,revocation,,отзыв лицензии,
3074,3074,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
2255,2255,True,,revocation,,отзыв лицензии,
1392,1392,True,,voluntary,,решение о ликвидации,
850,850,True,,voluntary,,решение о ликвидации,
2825,2825,True,,revocation,,отзыв лицензии,
1889,1889,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
651,651,True,,voluntary,,решение о ликвидации,
1092,1092,True,,voluntary,,решение о ликвидации,
2986,2986,True,,revocation,,отзыв лицензии,
1965,1965,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
401,401,True,,revocation,Закрыто налоговой службой из-за отсутствия признаков деятельности,отзыв лицензии,-1.0
2291,2291,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,-1.0
1919,1919,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
983,983,True,,voluntary,,решение о ликвидации,
861,861,True,,revocation,,отзыв лицензии,
1461,1461,True,,revocation,,отзыв лицензии,
1380,1380,True,,revocation,Закрыто налоговой службой из-за отсутствия признаков деятельности,отзыв лицензии,-1.0
1262,1262,True,,revocation,ФНС исключила организацию из ЕГРЮЛ из-за наличия недостоверных сведений,отзыв лицензии,-1.0
2918,2918,True,,revocation,,отзыв лицензии,
1801,1801,True,,revocation,,отзыв лицензии,
1098,1098,True,,voluntary,,решение о ликвидации,
512,512,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
3433,3433,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
2116,2116,True,,revocation,,отзыв лицензии,
3537,3537,True,,voluntary,,решение о ликвидации,-1.0
747,747,True,,voluntary,,решение о ликвидации,-1.0
1257,1257,True,,revocation,,отзыв лицензии,
2533,2533,True,,revocation,,отзыв лицензии,
1294,1294,True,,revocation,,отзыв лицензии,
2239,2239,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
376,376,True,,revocation,,отзыв лицензии,
1687,1687,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
499,499,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
2373,2373,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
2366,2366,True,,revocation,,отзыв лицензии,
3198,3198,True,,voluntary,,решение о ликвидации,
,2605-К,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
805,805,True,,voluntary,,решение о ликвидации,
1828,1828,True,,revocation,,отзыв лицензии,
2662,2662,True,,revocation,,отзыв лицензии,
483,483,True,,revocation,,отзыв лицензии,
1901,1901,True,,revocation,,отзыв лицензии,
2600,2600,True,,revocation,,отзыв лицензии,
892,892,True,,revocation,,отзыв лицензии,
2714,2714,True,,revocation,,отзыв лицензии,
1127,1127,True,,revocation,,отзыв лицензии,
346,346,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1183,1183,True,,revocation,,отзыв лицензии,
2993,2993,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
2262,2262,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
540,540,True,,revocation,,отзыв лицензии,
1267,1267,True,,revocation,,отзыв лицензии,
2692,2692,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
3380,3380,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1149,1149,True,,revocation,,отзыв лицензии,
2326,2326,True,,revocation,,отзыв лицензии,
3201,3201,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1612,1612,True,,revocation,,отзыв лицензии,
29,29,True,,revocation,,отзыв лицензии,
2994,2994,True,,revocation,,отзыв лицензии,
899,899,True,,voluntary,Ликвидация по решению учредителей,решение о ликвидации,-1.0
1316,1316,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
146,146,True,,revocation,,отзыв лицензии,
2001,2001,True,,revocation,,отзыв лицензии,
808,808,True,,revocation,,отзыв лицензии,
2195,2195,True,,revocation,,отзыв лицензии,
3129,3129,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1186,1186,True,,voluntary,Закрыто налоговой службой из-за отсутствия признаков деятельности,решение о ликвидации,-1.0
3055,3055,True,,voluntary,Ликвидация по решению учредителей,решение о ликвидации,-1.0
1696,1696,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
2403,2403,True,,voluntary,Решением суда организация признана банкротом,решение о ликвидации,-1.0
2409,2409,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,-1.0
2540,2540,True,,revocation,,отзыв лицензии,
2039,2039,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
2826,2826,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
974,974,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
2785,2785,True,,revocation,,отзыв лицензии,
1842,1842,True,,voluntary,,решение о ликвидации,-1.0
,3469-К,True,,revocation,Решением суда организация признана банкротом,,-1.0
1775,1775,True,,revocation,Закрыто налоговой службой из-за отсутствия признаков деятельности,отзыв лицензии,-1.0
2614,2614,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,-1.0
3064,3064,True,,voluntary,Ликвидация по решению учредителей,решение о ликвидации,-1.0
2553,2553,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
923,923,True,,revocation,,отзыв лицензии,
2510,2510,True,,revocation,,отзыв лицензии,
,3501-К,True,,voluntary,Ликвидация по решению учредителей,решение о ликвидации,-1.0
,3426-К,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,,-1.0
1894,1894,True,,revocation,,отзыв лицензии,
2310,2310,True,,revocation,,отзыв лицензии,
3363,3363,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
155,155,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
2251,2251,True,,revocation,,отзыв лицензии,
,3474-Д,True,,revocation,Решением суда организация признана банкротом,,-1.0
2405,2405,True,,revocation,,отзыв лицензии,
2190,2190,True,,revocation,,отзыв лицензии,
866,866,True,,revocation,,отзыв лицензии,
1636,1636,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
2643,2643,True,,revocation,,отзыв лицензии,
2461,2461,True,,revocation,,отзыв лицензии,
895,895,True,,revocation,,отзыв лицензии,
1320,1320,True,,revocation,,отзыв лицензии,
2026,2026,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
299,299,True,,revocation,,отзыв лицензии,
691,691,True,,revocation,,отзыв лицензии,
