regn,regn_cbr,is_dead,death_date,closure_type,reason_text,reason_banki,reorg_info
3139,3139,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
2542,2542,True,,revocation,Начата процедура банкротства,отзыв лицензии,-1.0
2519,2519,True,,revocation,Закрыто налоговой службой из-за отсутствия признаков деятельности,отзыв лицензии,-1.0
3401,3401,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
2071,2071,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1617,1617,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
18,18,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
1441,1441,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
970,970,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
2388,2388,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
3373,3373,True,,reorganisation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,1.0
1277,1277,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
2803,2803,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
3203,3203,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
3351,3351,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
286,286,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
2337,2337,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
3192,3192,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
2711,2711,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
3384,3384,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
2285,2285,True,,revocation,,отзыв лицензии,-1.0
3480,3480,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
323,323,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,2.0
2849,2849,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
1087,1087,True,,revocation,,отзыв лицензии,-1.0
3286,3286,True,,revocation,Начата процедура банкротства,отзыв лицензии,-1.0
1704,1704,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1118,1118,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
1635,1635,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
2074,2074,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
2957,2957,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
1868,1868,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
696,696,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
2782,2782,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
1165,1165,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1280,1280,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
2654,2654,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
2940,2940,True,,revocation,Начат процесс уменьшения уставного капитала,отзыв лицензии,-1.0
2813,2813,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
3071,3071,True,,revocation,Решением суда организация признана банкротом,,-1.0
2913,2913,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
2728,2728,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
3117,3117,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
2923,2923,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
1752,1752,True,,revocation,,отзыв лицензии,-1.0
2269,2269,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
1948,1948,True,,reorganisation,Реорганизация путем преобразования,,1.0
3256,3256,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
558,558,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
1197,1197,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
2801,2801,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
2798,2798,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
2989,2989,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,1.0
2897,2897,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
3106,3106,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
2423,2423,True,,revocation,Начата процедура банкротства,отзыв лицензии,-1.0
756,756,True,,voluntary,,решение о ликвидации,-1.0
2136,2136,True,,voluntary,Ликвидация по решению учредителей,решение о ликвидации,-1.0
2271,2271,True,,revocation,,отзыв лицензии,-1.0
3288,3288,True,,revocation,,отзыв лицензии,-1.0
3295,3295,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
65,65,True,,voluntary,Закрыто налоговой службой из-за отсутствия признаков деятельности,решение о ликвидации,-1.0
1060,1060,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
1168,1168,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,решение о ликвидации,-1.0
1136,1136,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
469,469,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
232,232,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,1.0
2425,2425,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
3220,3220,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
1405,1405,True,,revocation,Начата процедура банкротства,отзыв лицензии,-1.0
720,720,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
3283,3283,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,1.0
2073,2073,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
2148,2148,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
2547,2547,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
826,826,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
3120,3120,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
1439,1439,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,1.0
608,608,True,,revocation,,отзыв лицензии,-1.0
2901,2901,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,-1.0
3195,3195,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
3291,3291,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
1093,1093,True,,reorganisation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,1.0
1614,1614,True,,revocation,Начата процедура банкротства,отзыв лицензии,-1.0
3037,3037,True,,voluntary,Ликвидация по решению учредителей,решение о ликвидации,-1.0
3273,3273,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
1203,1203,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
2647,2647,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
2837,2837,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
3011,3011,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
931,931,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
2410,2410,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
3128,3128,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
3528,3528,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,1.0
3492,3492,True,,voluntary,Ликвидация по решению учредителей,решение о ликвидации,-1.0
2921,2921,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
2537,2537,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
2063,2063,True,,reorganisation,Решением суда организация признана банкротом,отзыв лицензии,1.0
1246,1246,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,1.0
3049,3049,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1679,1679,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
3431,3431,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
2668,2668,True,,reorganisation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,1.0
1777,1777,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
2398,2398,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
874,874,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
2949,2949,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
2944,2944,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
52,52,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
1249,1249,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
2771,2771,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,1.0
2972,2972,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
1459,1459,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
3397,3397,True,,reorganisation,Решением суда организация признана банкротом,отзыв лицензии,1.0
1591,1591,True,,reorganisation,Реорганизация путем присоединения,отзыв лицензии,1.0
1192,1192,True,,reorganisation,Решением суда организация признана банкротом,решение о ликвидации,1.0
570,570,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1166,1166,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
3058,3058,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
1244,1244,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
1961,1961,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
2254,2254,True,,voluntary,Решением суда организация признана банкротом,решение о ликвидации,-1.0
1184,1184,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
1046,1046,True,,revocation,,отзыв лицензии,-1.0
1132,1132,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,1.0
2767,2767,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
2712,2712,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
2593,2593,True,,voluntary,Ликвидация по решению учредителей,решение о ликвидации,-1.0
1455,1455,True,,revocation,,отзыв лицензии,-1.0
1460,1460,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,2.0
3015,3015,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1982,1982,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
2644,2644,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
930,930,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
3016,3016,True,,voluntary,Решением суда организация признана банкротом,решение о ликвидации,-1.0
3398,3398,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
2249,2249,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
3115,3115,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
597,597,True,,voluntary,Решением суда организация признана банкротом,решение о ликвидации,-1.0
2632,2632,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
2535,2535,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
2555,2555,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,1.0
2156,2156,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
2302,2302,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
2851,2851,True,,reorganisation,Решением суда организация признана банкротом,отзыв лицензии,1.0
2241,2241,True,,reorganisation,,отзыв лицензии,1.0
,3526-Д,True,,voluntary,,решение о ликвидации,-1.0
2670,2670,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
3207,3207,True,,revocation,,отзыв лицензии,-1.0
3312,3312,True,,voluntary,,решение о ликвидации,-1.0
1189,1189,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,1.0
1222,1222,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
680,680,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
2764,2764,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
1053,1053,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
735,735,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,1.0
518,518,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
2756,2756,True,,voluntary,Ликвидация по решению учредителей,решение о ликвидации,-1.0
2166,2166,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
3148,3148,True,,reorganisation,Реорганизация путем присоединения,отзыв лицензии,1.0
2098,2098,True,,revocation,Начата процедура банкротства,отзыв лицензии,-1.0
415,415,True,,reorganisation,Реорганизация путем преобразования,,1.0
2108,2108,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
1584,1584,True,,revocation,,отзыв лицензии,-1.0
2655,2655,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
1398,1398,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
3296,3296,True,,revocation,Решением суда организация признана банкротом,,-1.0
752,752,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,1.0
1068,1068,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
2731,2731,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
715,715,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1071,1071,True,,revocation,,отзыв лицензии,-1.0
574,574,True,,revocation,Закрыто налоговой службой из-за отсутствия признаков деятельности,,-1.0
784,784,True,,revocation,,отзыв лицензии,-1.0
370,370,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
2888,2888,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,1.0
622,622,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
3460,3460,True,,voluntary,Отсутствие признаков деятельности,решение о ликвидации,-1.0
2820,2820,True,,revocation,,отзыв лицензии,-1.0
889,889,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
2404,2404,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
,3353-К,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
556,556,True,,voluntary,Закрыто налоговой службой из-за отсутствия признаков деятельности,решение о ликвидации,-1.0
991,991,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
625,625,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
2273,2273,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
2472,2472,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
1910,1910,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
2227,2227,True,,revocation,Начата процедура банкротства,отзыв лицензии,-1.0
1677,1677,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
1282,1282,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
821,821,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
2299,2299,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
2890,2890,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
3261,3261,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
282,282,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
606,606,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
790,790,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
3503,3503,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
3439,3439,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
2968,2968,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
,384-К,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
2598,2598,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
42,42,True,,revocation,,отзыв лицензии,-1.0
637,637,True,,revocation,Закрыто по решению суда,отзыв лицензии,-1.0
,3342-К,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,-1.0
2743,2743,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
2706,2706,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
3047,3047,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
2705,2705,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
3144,3144,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
2794,2794,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
3385,3385,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
,3483-К,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
793,793,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
456,456,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
3190,3190,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
,1478-Д,True,,voluntary,Ликвидация по решению учредителей,решение о ликвидации,-1.0
1414,1414,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
3267,3267,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
2176,2176,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
3484,3484,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
2548,2548,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
3423,3423,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
1967,1967,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
948,948,True,,reorganisation,Реорганизация путем присоединения,отзыв лицензии,-1.0
2468,2468,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
2469,2469,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
2401,2401,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
2795,2795,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
203,203,True,,revocation,,отзыв лицензии,-1.0
2865,2865,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
1738,1738,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
2328,2328,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
3516,3516,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,1.0
1730,1730,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
